question,answer
"Rodney kapı kapı dolaşıp ev güvenlik sistemleri satmaya çalışan bir satıcıdır. Sattığı her sistem için 25 dolar komisyon alıyor. Her birinde sekiz ev bulunan dört sokaktan oluşan bir mahalleyi dolaşıyor. İlk sokak ona ikinci sokağın yarısı kadar satış getirirken, üçüncü sokaktaki her ev onu geri çevirmiş ve dördüncü sokak sadece bir satışla sonuçlanmıştır. Toplam komisyonu 175 dolardı. İkinci sokakta kaç tane güvenlik sistemi sattı?","Rodney'nin toplam komisyonu 175 dolar. Her satış için 25 dolar komisyon aldığını biliyoruz, bu da toplam 175 / 25 = 7 satış yaptığı anlamına gelir.

Dört sokakta yaptığı satışlar şu şekildedir:
- İlk sokak: İkinci sokağın yarısı kadar satış
- Üçüncü sokak: Hiç satış olmadı
- Dördüncü sokak: 1 satış

İkinci sokakta yaptığı satışları x olarak ifade edelim.
- İlk sokaktaki satışlar: x / 2
- Üçüncü sokakta satış yok: 0 satış
- Dördüncü sokakta: 1 satış

Bu bilgileri kullanarak denklemi kurabiliriz:
(x / 2) + x + 0 + 1 = 7

Denklemi çözelim:
(x / 2) + x + 1 = 7
(x / 2) + x = 6
(x / 2) + (2x / 2) = 6
(3x / 2) = 6
3x = 12
x = 4

Dolayısıyla, Rodney ikinci sokakta 4 güvenlik sistemi satmıştır."
"Calvin haftanın 5 günü öğle yemeğinde otomattan 0,50$'a bir paket cips alır. 4 hafta sonra, Calvin cips için ne kadar para harcamıştır?","Calvin haftada 5 gün, her gün 0,50$ harcıyorsa, bir haftada toplam 5 * 0,50$ = 2,50$ harcar. 4 hafta boyunca ise 4 * 2,50$ = 10$ harcamış olur."
"Oliver'ın 40 doları ve 200 çeyrekliği vardır. Kız kardeşine 5 dolar ve 120 çeyreklik verirse, toplamda ne kadar parası kalır?","Oliver'ın 40 doları ve 200 çeyrekliği vardır. Kız kardeşine 5 dolar ve 120 çeyreklik verir.

Önce çeyrekliğin toplam değerini hesaplayalım:
200 çeyreklik = 200 × 0.25 dolar = 50 dolar.

Kardeşine verdiği çeyrekliğin değerini hesaplayalım:
120 çeyreklik = 120 × 0.25 dolar = 30 dolar.

Toplamda verdiği para miktarı:
5 dolar + 30 dolar = 35 dolar.

Oliver'ın toplam parası başlangıçta:
40 dolar + 50 dolar = 90 dolar.

Geriye kalan para miktarı:
90 dolar - 35 dolar = 55 dolar.

Oliver'ın toplamda 55 doları kalır."
"Tom 5 yıl önce 32 yaşına girdi.  7 yıl önce Jim, Tom'un yaşının yarısından 5 yaş büyüktü.  Jim 2 yıl sonra kaç yaşında olacak?","Tom 5 yıl önce 32 yaşında olduğuna göre, şu anda 37 yaşında.

7 yıl önce Tom 30 yaşındaydı (37 - 7 = 30).

Jim, 7 yıl önce Tom’un yaşının yarısının 5 fazlasıydı:
Tom’un yarısı = 30 / 2 = 15,
15 + 5 = 20.

Jim şu anda 27 yaşında (20 + 7).

2 yıl sonra Jim 29 yaşında olacak (27 + 2)."
"Dört yıl sonra Annika, Hans'ın üç katı yaşında olacak. Hans şimdi 8 yaşındaysa, Annika şimdi kaç yaşındadır?","Dört yıl sonra Hans 12 yaşında olacak (çünkü şu anda 8 yaşında ve dört yıl ekliyoruz). Bu durumda, Annika'nın yaşı 12'nin üç katı olacak, yani 36 yaşında. Annika'nın şu anki yaşını bulmak için 4 yıl çıkarıyoruz:

36 - 4 = 32.

Annika şu anda 32 yaşında."
"Ellis ailesiyle birlikte bir yolculuğa çıkacaktır. Öncelikle, herkes için kaç şişe su getirmesi gerektiğini bulması gerekiyor. Toplam dört kişi olacaklar: Ellis, annesi, kız kardeşi ve teyzesi. Gidecekleri yere 8 saat boyunca yolda olacaklar ve eve dönmek için 8 saat araba kullanacaklar. Her saat başı her bir kişi 1/2 şişe su içmek isteyecektir. Ellis'in ailesinin toplam kaç şişe suya ihtiyacı olacaktır?","Ellis'in ailesinin toplam 32 şişe suya ihtiyacı olacak.

Hesaplama şöyle yapılır:
1. Bir kişi için toplam yolculuk süresi: 8 saat gidiş + 8 saat dönüş = 16 saat.
2. Her kişi için saat başı su tüketimi: 1/2 şişe.
3. Her kişi için toplam su tüketimi: 16 saat * 1/2 şişe/saat = 8 şişe.
4. Toplam dört kişi olduğuna göre, toplam su tüketimi: 4 kişi * 8 şişe/kişi = 32 şişe."
Tom oyunlarını 200 dolara satın aldı.  Değerleri üç katına çıktı ve daha sonra %40'ını sattı.  Oyunları ne kadara sattı?,"Tom oyunlarını 200 dolara satın aldı. Değerleri üç katına çıktı, bu durumda oyunların değeri 600 dolar oldu. %40'ını sattı.

600 x 0.40 = 240 dolar

Tom, oyunları 240 dolara sattı."
"Martin'in ağırlığı 55 kg. Carl'ın ağırlığı Martin'in ağırlığından 16 kg daha fazladır. Christian'ın ağırlığı Carl'ın ağırlığından 8 kg daha fazladır. Harry, Christian'ın ağırlığından 5 kg daha azdır. Harry'nin ağırlığı kg cinsinden nedir?",Harry'nin ağırlığı 74 kg'dir.
"Lisa ve Peter kapı kapı dolaşarak çikolata satıyorlar. Lisa üç buçuk kutu, Peter ise dört buçuk kutu çikolata sattı. Birlikte 64 çikolata sattılar. Bir kutuda kaç çikolata vardır?",Bir kutuda 8 çikolata vardır.
"Carrie çiftliğinde 200 domates ve 350 havuç hasat etmiştir. Bir domatesi 1 dolara ve bir havucu 1,50 dolara satabiliyorsa, tüm domates ve havuçlarını satarsa ne kadar para kazanabilir?","Carrie, tüm domates ve havuçlarını satarsa toplam 725 dolar kazanabilir."
"Kardeşi 2 yaşındayken Viggo'nun yaşı küçük kardeşinin yaşının iki katından 10 yaş fazlaydı. Küçük kardeşi şu anda 10 yaşındaysa, ikisinin yaşlarının toplamı kaçtır?","Küçük kardeşi 2 yaşındayken, Viggo'nun yaşı 2'nin iki katından 10 yaş fazlaydı, yani 2x2 + 10 = 14 yaştı.

Şu anda küçük kardeşi 10 yaşındaysa, aradan geçen süre 10 - 2 = 8 yıldır.

Bu durumda, Viggo şu an 14 + 8 = 22 yaşındadır.

İkisinin yaşlarının toplamı:
22 + 10 = 32

Sonuç olarak ikisinin yaşlarının toplamı 32'dir."
"Mara ve Riley bir karnavala gittiler, Mara iki kez çarpışan arabaya bindi, Riley dört kez uzay mekiğine bindi ve her ikisi de üç kez dönme dolaba bindi. Çarpışan araba için bir bilet 2 dolar, uzay mekiği için bir bilet 4 dolar ve dönme dolap için bir bilet 5 dolar ise, ne kadar para harcamışlardır?","Mara:

- Çarpışan araba: 2 kez * 2 dolar = 4 dolar
- Dönme dolap: 3 kez * 5 dolar = 15 dolar

Riley:

- Uzay mekiği: 4 kez * 4 dolar = 16 dolar
- Dönme dolap: 3 kez * 5 dolar = 15 dolar

Toplam harcama:

Mara: 4 dolar + 15 dolar = 19 dolar
Riley: 16 dolar + 15 dolar = 31 dolar

Toplamda: 19 dolar + 31 dolar = 50 dolar harcadılar."
"Jerry evinden okuluna, kardeşi Carson'ın okula koştuğu sürede koşarak gidip gelebilir. Jerry'nin evinden okuluna tek yönlü bir yolculuk yapması 15 dakika sürüyorsa ve okul 4 mil uzaklıktaysa, Carson saatte mil cinsinden ne kadar hızlı koşar?","Jerry'nin evinden okula tek yönlü bir yolculuğu 15 dakika sürüyor. Gidiş ve dönüş toplamda 30 dakika olur. Jerry bu süreyi, Carson'ın okula gidip gelme süresinde tamamlıyor.

Carson'ın okula gidip gelme süresi de 30 dakikadır. Bu sürede toplamda 8 mil koşar (4 mil gidiş + 4 mil dönüş).

30 dakika 0.5 saat eder. Carson 0.5 saatte 8 mil koştuğuna göre, hızını bulalım:
8 mil / 0.5 saat = 16 mil/saat.

Carson saatte 16 mil hızla koşar."
"Ian, market alışverişlerini teslim ettirmek için bir market teslimat uygulaması kullandı.  Orijinal siparişi teslimat ve bahşişten önce 25 dolardı.  Siparişinde 3 ürünün değiştiğini fark etti.  0,99 dolarlık domates konservesi 2,20 dolarlık domates konservesi ile, 1,00 dolarlık marul 1,75 dolarlık marul ile ve 1,96 dolarlık kereviz 2,00 dolarlık kereviz ile değiştirilmişti.  Teslimat ve bahşiş toplam 8,00$ tuttu.  Yiyecek ikameleri ve teslimat/bahşiş ile birlikte yeni faturası ne kadardır?","İlk olarak orijinal sipariş toplamına ikamelerin farkını ekleyelim:
İkame farkları:
- Domates konservesi: 2,20 - 0,99 = 1,21 dolar
- Marul: 1,75 - 1,00 = 0,75 dolar
- Kereviz: 2,00 - 1,96 = 0,04 dolar

Toplam fark: 1,21 + 0,75 + 0,04 = 2,00 dolar

Orijinal sipariş: 25,00 dolar
Yeni ürünler farkı: 2,00 dolar
Teslimat ve bahşiş: 8,00 dolar

Yeni fatura toplamı: 25,00 + 2,00 + 8,00 = 35,00 dolar

Ian'in yeni faturası 35,00 dolardır."
"Finn gölette yüzen 11 kurbağa yavrusunu izler.  Birdenbire 6 tanesinin bir zambak yastığının altından saklandığı yerden çıktığını görür, sonra 2 tanesinin bir kayanın altına saklandığını görür.  Finn şimdi gölette kaç tane iribaş görebilir?","Finn başlangıçta 11 kurbağa yavrusu görüyordu. Ek olarak 6 tanesi daha zambak yaprağının altından çıktı ve sonra 2 tanesi kayanın altına saklandı.

Görmeye devam ettiği toplam kurbağa sayısı:
11 + 6 - 2 = 15

Finn şimdi gölette 15 kurbağa yavrusu görebilir."
Mason'ın bir parti enayi yapmak için 30 ons şekere ve bir parti şekerleme yapmak için 70 ons şekere ihtiyacı vardır. Mason 8 parti enayi ve 1 parti şekerleme yapmak için ne kadar şekere ihtiyaç duyar?,"Mason, 8 parti enayi ve 1 parti şekerleme yapmak için toplamda 310 ons şekere ihtiyaç duyar."
"Bayan Crocker, Lyndee ve arkadaşları için 11 parça kızarmış tavuk yaptı. Lyndee sadece bir parça yediyse ve arkadaşlarının her biri 2 parça yediyse, Lyndee'nin kaç arkadaşı vardı?","Lyndee kendisi bir parça yedi. Kalan tavuk parçalarını arkadaşları yediğine göre:

Toplam tavuk adedi: 11
Lyndee'nin yediği: 1

Kalan tavuk: 11 - 1 = 10 parça

Her bir arkadaşı 2 parça yediğine göre:
10 ÷ 2 = 5

Lyndee'nin 5 arkadaşı vardı."
"Beth bir dalgıçtır.  Küçük bir Karayip adasının açıklarında batık bir gemide kazı yapmaktadır ve uzun süre su altında kalması gerekmektedir.  Suya ilk girdiğinde taktığı ana tankında 2 saat boyunca su altında kalmasına yetecek kadar oksijen bulunmaktadır.  Ayrıca yanına aldığı ve okyanus tabanında depoladığı birkaç adet 1 saatlik ek tankı var, böylece yüzeye çıkmak zorunda kalmadan su altında tank değiştirebiliyor.  Suyun altında 8 saat kalması gerekecek.  Kaç tane ek tanka ihtiyacı olacaktır?","Beth suyun altında 8 saat kalacak ve ana tankı sadece 2 saat yetecek. Bu durumda, Beth'in 6 saat daha su altında kalmasını sağlayacak ek tanklara ihtiyacı var. Her ek tank 1 saatlik süre sağladığından, Beth 6 adet ek tank kullanmalıdır.

Yanıt: 6 adet ek tanka ihtiyacı olacaktır."
Sara bir bilgisayar almak için iki farklı mağazaya bakıyor. İlk mağaza %6 indirimle 950$'a bir cihaz sunuyor. İkinci mağaza ise aynı bilgisayarı %5 indirimle 920€'ya satıyor. İki mağaza arasındaki fiyat farkı nedir?,"Öncelikle her iki mağazanın indirimli fiyatlarını hesaplayalım.

Birinci mağazada:
950$ - %6 indirim = 950$ * (1 - 0.06) = 950$ * 0.94 = 893$

İkinci mağazada:
920€ - %5 indirim = 920€ * (1 - 0.05) = 920€ * 0.95 = 874€

Şimdilerde Avro/Dolar kuru yaklaşık 1€ = 1.07$ civarında.

İkinci mağazanın indirimli fiyatını dolara çevirelim:
874€ * 1.07 = 934.18$

Şimdi fiyat farkını hesaplayalım:
934.18$ - 893$ = 41.18$

İki mağaza arasındaki fiyat farkı yaklaşık olarak 41.18$'dır."
"Adam'ın yeni bir dizüstü bilgisayara ihtiyacı vardır ve iki seçeneği vardır. İlk dizüstü bilgisayar 500 dolar, ikinci dizüstü bilgisayar ise ilkinden 3 kat daha pahalı. Adam ikisini de almaya karar verirse ne kadar harcamak zorunda kalır?",Adam ilk dizüstü bilgisayar için 500 dolar ve ikinci dizüstü bilgisayar için 500 x 3 = 1500 dolar harcar. İkisini birden alırsa toplam harcaması 500 + 1500 = 2000 dolar olur.
"Bir yolun dört kavşağı vardır. İlk kavşakta, sokak direklerine monte edilmiş farklı türde bilgileri gösteren 40 yol levhası vardır. İkinci kavşakta, ilk kavşaktakinden 1/4 kat daha fazla yol levhası sokak direklerine monte edilmiştir. Üçüncü kavşaktaki yol işaretlerinin sayısı ikinci kavşaktakinin iki katıdır. Dördüncü kavşaktaki yol işaretlerinin sayısı üçüncü kavşaktakilerden 20 daha az ise, dört kavşaktaki toplam yol işareti sayısını hesaplayın.","İlk kavşakta 40 yol levhası var. İkinci kavşakta ilk kavşaktakinin 1/4 kat daha fazlası var, yani 40 + 10 = 50 yol levhası. Üçüncü kavşakta ikinci kavşaktakinin iki katı var, yani 50 * 2 = 100 yol levhası. Dördüncü kavşakta üçüncü kavşaktakilerden 20 daha az var, yani 100 - 20 = 80 yol levhası. Toplam yol levhası sayısı:

40 + 50 + 100 + 80 = 270

Dört kavşaktaki toplam yol işareti sayısı 270'tir."
"Hugo küçük bir kutuyu 3 saniyede, orta boy bir kutuyu ise bunun iki katı sürede katlayabiliyor. Tom ise hem küçük hem de orta boy kutuları 4 saniyede katlayabiliyor. Hugo ve Tom mümkün olduğunca erken ayrılmak isterlerse, 2400 küçük ve 1800 orta boy kutuyu katlamaları (saniye cinsinden) ne kadar sürer?","Hugo 2400 küçük kutuyu 2400 * 3 = 7200 saniyede, 1800 orta boy kutuyu ise 1800 * 6 = 10800 saniyede katlayabilir.

Tom ise 2400 küçük kutuyu 2400 * 4 = 9600 saniyede, 1800 orta boy kutuyu 1800 * 4 = 7200 saniyede katlayabilir.

İkili iş bölümü yaparken, toplam süreyi minimize etmek için her biri farklı kutu tiplerine yoğunlaşabilir:

Hugo tüm küçük kutuları katlasın: 7200 saniye.
Tom tüm orta boy kutuları katlasın: 7200 saniye.

Yani, iş bölümü yaparak tüm kutuları Hugo ve Tom toplam 7200 saniyede bitirebilirler."
"Will'in annesi alışveriş yapması için ona 74 dolar verdi. Will 9$'a bir kazak, 11$'a bir tişört ve 30$'a bir çift ayakkabı aldı. Daha sonra ayakkabılarını %90 geri ödeme için iade etti.  Will'in ne kadar parası kaldı?","Will'in alışveriş sonrasında ne kadar parası kaldığını hesaplayalım:

1. Alışveriş miktarlarını toplayalım:
   - Kazak: 9$
   - Tişört: 11$
   - Ayakkabı: 30$

   Toplam: 9$ + 11$ + 30$ = 50$

2. Ayakkabıyı %90 geri ödeme ile iade etti:
   - %90 geri ödeme: 30$ x 0.90 = 27$

3. Geri ödeme sonrası harcaması:
   - Toplam harcama: 50$ - 27$ = 23$

4. Başlangıçtaki para miktarından harcamayı çıkaralım:
   - Başlangıç: 74$
   - Harcanan: 23$

   Kalan: 74$ - 23$ = 51$

Will'in 51 doları kaldı."
"Bir topluluk metal bir çit inşa ediyor. Her bir çit paneli 3 metal levha ve 2 metal kirişten oluşmaktadır. Çit 10 çit panelinden oluşmaktadır. Her bir levha 10 metal çubuktan ve her bir metal kiriş 4 metal çubuktan yapılıyorsa, topluluğun çit için kaç metal çubuğa ihtiyacı vardır?",Topluluğun toplam 420 metal çubuğa ihtiyacı vardır.
"Raphael okul malzemeleri almaya gitti. Her biri 1,5 dolar olan 4 kalem, her biri 4 dolar olan 2 defter ve 20 dolar olan bir jant bond kağıt aldı. Raphael her şey için ne kadar harcadı?","Raphael, okul malzemeleri için toplamda 34 dolar harcadı."
"Jake, Jacob'ın kazandığının üç katını kazanıyor. Jacob saatte 6 dolar kazanıyorsa, Jake günde 8 saat çalışarak 5 günde ne kadar kazanır?","Jacob saatte 6 dolar kazanıyorsa, Jake onun üç katı olan 18 dolar kazanır. Jake günde 8 saat çalışıyorsa, bir günde 18 * 8 = 144 dolar kazanır. Beş günde kazancı ise 144 * 5 = 720 dolar olur."
"Reina'nın Kevin'in üç katı kadar sayacı ve dört katı kadar misketi vardır. Kevin'in 40 sayacı ve 50 misketi varsa, Reina'nın sahip olduğu sayaç ve misket sayısını hesaplayın?","Reina'nın sahip olduğu sayaç sayısı: 3 * 40 = 120.
Reina'nın sahip olduğu misket sayısı: 4 * 50 = 200.
Reina’nın toplamda 120 sayacı ve 200 misketi vardır."
"Bir mağazada üç çeşit peynir vardır: beyaz, İsviçre ve mavi peynir. Her peynir paketlenmiştir ve her pakette 200 gram peynir vardır. Paket fiyatları beyaz peynir için 5 dolar, İsviçre peyniri için 6 dolar ve mavi peynir için 8 dolar. Miley'nin partisi için biraz peynir alması gerekiyordu ve 5 paket İsviçre peyniri, 600 gram mavi peynir ve üçte bir oranında daha az beyaz peynir almaya karar verdi. Tüm peynirler için ne kadar ödemesi gerekiyordu?","Miley'in peynirler için ödemesi gereken toplam miktarı hesaplayalım.

Öncelikle, aldıkları peynir miktarlarını öğrenelim:
- 5 paket İsviçre peyniri (her biri 200 gram):
  5 paket * 200 gram = 1000 gram = 1 kg

- 600 gram mavi peynir (bu paketlerin gram cinsinden ödeme miktarından bağımsız olarak doğrudan gram miktarı verilmiştir)

- Beyaz peynir miktarı: İsviçre peynirinin üçte biri kadar daha az:
  1 kg * (2/3) = 2/3 kg = 666.67 gram (yaklaşık 2 paket)

Şimdi toplam maliyeti hesaplayalım:

- İsviçre peyniri maliyeti:
  5 paket * 6 dolar/paket = 30 dolar

- Mavi peynir maliyeti:
  600 gram = 3 paket (çünkü her paket 200 gram)
  3 paket * 8 dolar/paket = 24 dolar

- Beyaz peynir maliyeti:
  Yaklaşık 2 paket
  2 paket * 5 dolar/paket = 10 dolar

Toplam maliyet:
30 dolar + 24 dolar + 10 dolar = 64 dolar

Miley toplamda 64 dolar ödemelidir."
"Pat'in bilgisayar parolası güvenlik için çeşitli alfanümerik ve sembol karakterlerden oluşuyor. Sekiz rastgele küçük harften oluşan bir dize, bunun yarısı uzunluğunda değişen büyük harf ve rakamlardan oluşan bir dize ve parolanın her iki ucunda birer sembol kullanıyor. Pat'in bilgisayar şifresi toplam kaç karakterden oluşmaktadır?","Pat'in bilgisayar parolası sekiz küçük harf, dört büyük harf ve rakam, ayrıca her iki uçta birer sembol olmak üzere toplam 14 karakterden oluşmaktadır."
"Hayvanat bahçesine her saat 50 yeni ziyaretçi girmektedir. Hayvanat bahçesi bir günde 8 saat açıktır. Toplam ziyaretçilerin %80'i goril sergisine gidiyorsa, bir günde kaç ziyaretçi goril sergisine gider?","Bir günde 8 saat açık olan hayvanat bahçesine her saat 50 ziyaretçi giriyorsa, toplam ziyaretçi sayısı 8 x 50 = 400 olur. Ziyaretçilerin %80'i goril sergisine gidiyorsa, bir günde goril sergisine giden ziyaretçi sayısı 400 x 0,80 = 320 olur. Yani, bir günde goril sergisine 320 ziyaretçi gider."
"Henry'nin bazı maçları vardı ve bunların altısını Neil'e verdi. Şimdi, Henry'nin Neil'den 4 kat daha fazla oyunu var. Eğer Neil'in ilk başta 7 oyunu varsa, Henry'nin ilk başta kaç oyunu vardı?","Eğer Neil'in ilk başta 7 oyunu varsa ve Henry Neil'e 6 oyun verdikten sonra Henry'nin Neil'den 4 kat daha fazla oyunu varsa, bunu denklemlerle ifade edebiliriz.

Neil'in ilk başta 7 oyunu vardı ve 6 oyun aldı, dolayısıyla şu anda toplam:
7 + 6 = 13 oyun.

Henry'nin Neil'den 4 kat daha fazla oyunu olduğu için:
Henry'nin oyunları = 4 * Neil'in oyunları
Henry'nin oyunları = 4 * 13 = 52 oyun.

Henry Neil'e 6 oyun verdiği için, Henry'nin başlangıçtaki oyun sayısı:
52 + 6 = 58 oyun."
Jonathan egzersiz için yürümekten ve koşmaktan hoşlanıyor ve üç farklı egzersiz rutini var.  Pazartesi günleri saatte 2 mil hızla yürüyor.  Çarşamba günleri saatte 3 mil hızla yürüyor.  Cuma günleri ise saatte 6 mil hızla koşuyor.  Her egzersiz gününde 6 mil yol kat ediyor.  Bir hafta içinde egzersiz yaparak geçirdiği toplam süre saat olarak nedir?,"Jonathan bir hafta içinde üç gün egzersiz yapıyor ve her gün 6 mil yol kat ediyor. Günlere göre süre hesapları:

- Pazartesi: 6 mil / 2 mil/saat = 3 saat
- Çarşamba: 6 mil / 3 mil/saat = 2 saat
- Cuma: 6 mil / 6 mil/saat = 1 saat

Toplam süre:
3 saat (Pazartesi) + 2 saat (Çarşamba) + 1 saat (Cuma) = 6 saat

Bir hafta içinde egzersiz yaparak geçirdiği toplam süre 6 saattir."
